t20i_match_no,match_id,match_name,series_id,series_name,match_date,match_format,team1_id,team1_name,team1_captain,team1_runs_scored,team1_wickets_fell,team1_extras_rec,team2_id,team2_name,team2_captain,team2_runs_scored,team2_wickets_fell,team2_extras_rec,match_venue_stadium,match_venue_city,match_venue_country,umpire_1,umpire_2,match_referee,toss_winner,toss_winner_choice,match_winner,match_result_text,mom_player,team1_playing_11,team2_playing_11,debut_players
2304,1399161,Bermuda Vs Canada 12Th Match,1399133,"ICC Men's T20 World Cup Americas Region Final Bermuda, Canada, Cayman Islands, Panama in Bermuda - 2023 (2023/24)",2023-10-07,T20,17,Canada,57366,132.0,4.0,6.0,12,Bermuda,70914,93.0,10.0,8.0,National Stadium,Hamilton,Bermuda,JM Williams,VP Mallela,RD King,Canada,bat,Canada,Canada won by 39 runs,58923.0,"['112596', '80083', '61997', '84169', '80445', '95122', '56872', '57366', '58923', '51014', '52369']","['57721', '57707', '52905', '70914', '72553', '110663', '106213', '102188', '72555', '56873', '95171']",[]
2305,1400980,Nigeria Vs Sierra Leone 9Th Match,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-08,T20,196,Sierra Leone,96946,49.0,10.0,10.0,173,Nigeria,102143,50.0,1.0,6.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,D Odhiambo,O Adekoya,Tonye Timinadi,Sierra Leone,bat,Nigeria,Nigeria won by 9 wickets (with 77 balls remaining),102141.0,"['96946', '71196', '60470', '96945', '114178', '71203', '71199', '56697', '65388', '110479', '103151']","['96952', '71168', '104908', '102141', '102143', '110304', '103521', '110309', '103139', '71165', '114176']",[]
2306,1400981,Ghana Vs Rwanda 10Th Match,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-08,T20,191,Rwanda,103210,107.0,5.0,12.0,135,Ghana,65362,60.0,10.0,13.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,Habib Enesi,O Akintokun,Tonye Timinadi,Rwanda,bat,Rwanda,Rwanda won by 47 runs,63116.0,"['102721', '56713', '97081', '103210', '110311', '109780', '79815', '115971', '103212', '110317', '102726']","['98599', '65362', '68493', '98604', '58544', '98608', '96940', '98607', '98601', '98600', '115973']",[]
2307,1400982,Nigeria Vs Ghana 11Th Match,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-10,T20,173,Nigeria,102143,142.0,6.0,9.0,135,Ghana,65362,60.0,10.0,9.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,M Bodie,O Akintokun,Tonye Timinadi,Nigeria,bat,Nigeria,Nigeria won by 82 runs,96952.0,"['96952', '71168', '59808', '71165', '102144', '110309', '110304', '102143', '103521', '103139', '102141']","['53196', '98599', '58544', '98604', '68493', '96940', '65362', '98608', '98601', '53239', '115973']",[]
2308,1400983,Rwanda Vs Sierra Leone 12Th Match,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-10,T20,196,Sierra Leone,96946,109.0,10.0,9.0,191,Rwanda,103210,107.0,8.0,7.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,Habib Enesi,T Oladunjoye,Tonye Timinadi,Sierra Leone,bat,Sierra Leone,Sierra Leone won by 2 runs,114178.0,"['71196', '114179', '96946', '96945', '114178', '71199', '56697', '65388', '110479', '103151', '60470']","['103222', '56713', '97081', '103210', '109780', '110311', '79815', '103212', '102726', '115971', '110317']",[]
2309,1400984,Nigeria Vs Ghana 13Th Match,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-11,T20,135,Ghana,65362,109.0,9.0,17.0,173,Nigeria,102143,110.0,5.0,4.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,D Odhiambo,I Kabia,Tonye Timinadi,Nigeria,bowl,Nigeria,Nigeria won by 5 wickets (with 11 balls remaining),102144.0,"['53196', '65362', '58544', '98599', '98604', '98608', '68493', '96940', '98601', '53239', '115973']","['96952', '71168', '59808', '103521', '110023', '102144', '71165', '102143', '110304', '110309', '102141']",[]
2310,1400985,Rwanda Vs Sierra Leone 14Th Match,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-11,T20,196,Sierra Leone,96946,77.0,10.0,13.0,191,Rwanda,103210,78.0,5.0,0.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,K Olanbiwonnu,O Adekoya,Tonye Timinadi,Sierra Leone,bat,Rwanda,Rwanda won by 5 wickets (with 28 balls remaining),110317.0,"['96946', '71196', '114179', '96945', '56697', '114178', '71199', '65388', '103151', '60470', '110479']","['102721', '56713', '97081', '103210', '110311', '79815', '115971', '102726', '110317', '103212', '109780']",[]
2312,1400987,Nigeria Vs Sierra Leone 16Th Match,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-12,T20,173,Nigeria,102143,106.0,10.0,14.0,196,Sierra Leone,96946,53.0,10.0,1.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,Habib Enesi,M Bodie,Tonye Timinadi,Sierra Leone,bowl,Nigeria,Nigeria won by 53 runs,71165.0,"['96952', '71168', '104908', '59808', '102144', '102143', '110304', '71165', '102141', '110023', '114176']","['71196', '114179', '71203', '96946', '60470', '96945', '103154', '71199', '114178', '103151', '110479']",[]
2313,1400988,Nigeria Vs Rwanda 17Th Match,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-14,T20,191,Rwanda,103210,24.0,10.0,2.0,173,Nigeria,59808,27.0,2.0,2.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,I Kabia,O Adekoya,Tonye Timinadi,Nigeria,bowl,Nigeria,Nigeria won by 8 wickets (with 17 balls remaining),63116.0,"['102721', '56713', '97081', '103210', '110311', '79815', '109780', '115971', '103212', '110317', '102726']","['96952', '71168', '104908', '103521', '102144', '71165', '110304', '103139', '59808', '114176', '110309']",[]
2314,1400989,Ghana Vs Sierra Leone 18Th Match,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-14,T20,135,Ghana,65362,112.0,9.0,6.0,196,Sierra Leone,96946,107.0,6.0,10.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,D Odhiambo,T Oladunjoye,Tonye Timinadi,Sierra Leone,bowl,Ghana,Ghana won by 5 runs,63116.0,"['98599', '65362', '98604', '58544', '98601', '96940', '98608', '68493', '53239', '98600', '115973']","['71196', '114179', '71199', '96946', '96945', '56697', '103151', '60470', '110479', '114178', '103154']",[]
2315,1400055,Gibraltar Vs Luxembourg 1St T20I,1400050,Luxembourg in Gibraltar  - 2023 (2023/24),2023-10-15,T20,18,Gibraltar,93957,172.0,8.0,11.0,161,Luxembourg,65574,148.0,8.0,9.0,Europa Sports Complex,Gibraltar,Gibraltar,S Maynard,T Atoloye,JJ Crowe,Luxembourg,bowl,Gibraltar,Gibraltar won by 24 runs,65881.0,"['93957', '109868', '65881', '109870', '106746', '109867', '103389', '52739', '91025', '65832', '85487']","['65620', '112207', '106268', '112350', '65578', '112588', '65574', '106273', '116107', '112587', '106270']","['85487', '85487', '112587', '112587', '116107', '116107']"
2316,1400990,Ghana Vs Sierra Leone 3Rd Place Play Off,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-15,T20,135,Ghana,65362,72.0,10.0,7.0,196,Sierra Leone,96946,73.0,4.0,6.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,M Bodie,O Akintokun,Tonye Timinadi,Ghana,bat,Sierra Leone,Sierra Leone won by 6 wickets (with 12 balls remaining),63116.0,"['98599', '65362', '98604', '58544', '98601', '96940', '98608', '68493', '53239', '115973', '98600']","['114179', '60470', '114178', '96946', '96945', '110479', '56697', '103154', '71199', '103151', '71196']",[]
2317,1400056,Gibraltar Vs Luxembourg 2Nd T20I,1400050,Luxembourg in Gibraltar  - 2023 (2023/24),2023-10-15,T20,161,Luxembourg,65574,165.0,10.0,10.0,18,Gibraltar,65881,154.0,8.0,16.0,Europa Sports Complex,Gibraltar,Gibraltar,S Maynard,T Atoloye,JJ Crowe,Luxembourg,bat,Luxembourg,Luxembourg won by 11 runs,63116.0,"['109963', '116106', '112350', '65578', '112588', '106268', '112207', '106273', '65574', '106270', '109962']","['109868', '52739', '65881', '109870', '106746', '109867', '103389', '65832', '91025', '106747', '85487']","['116106', '116106']"
2318,1400991,Nigeria Vs Rwanda Final,1400971,"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",2023-10-15,T20,173,Nigeria,102143,103.0,7.0,5.0,191,Rwanda,103210,86.0,8.0,12.0,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria,Habib Enesi,K Olanbiwonnu,Tonye Timinadi,Nigeria,bat,Nigeria,Nigeria won by 17 runs,102144.0,"['96952', '71168', '59808', '103521', '102144', '110304', '71165', '110309', '114176', '103139', '102143']","['102721', '110311', '79815', '115971', '97081', '56713', '103210', '109780', '103212', '110317', '102726']",[]
2319,1403288,Nepal Vs United Arab Emirates 1St Match,1403272,"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",2023-10-18,T20,27,U.A.E.,108314,140.0,7.0,13.0,32,Nepal,95873,144.0,3.0,11.0,Mulpani Cricket Ground,Kathmandu,Nepal,DN Subedi,VK Jha,Muhammad Javed,Nepal,bowl,Nepal,Nepal won by 7 wickets (with 7 balls remaining),95873.0,"['102089', '108314', '103780', '53424', '107318', '106969', '103785', '106351', '108317', '58886', '114456']","['79287', '94925', '102117', '95873', '79281', '108705', '74675', '79527', '103764', '110267', '94919']","['102089', '102089', '110267', '110267']"
2320,1403297,Chile Vs Mexico 3Rd Match Group A,1403276,South American Men's Championships in Argentina - 2023 (2023/24),2023-10-18,T20,44,Chile,106571,72.0,7.0,8.0,165,Mexico,62642,74.0,5.0,11.0,St George's College Ground,Buenos Aires,Argentina,AR Elliott,M McCormack,JJ Crowe,Chile,bat,Mexico,Mexico won by 5 wickets (with 40 balls remaining),105156.0,"['116127', '106568', '116128', '116136', '116135', '116137', '116133', '106571', '116131', '116138', '116134']","['62642', '105156', '105150', '105155', '62637', '116156', '105147', '116155', '116159', '116157', '116161']","['116138', '116138', '116135', '116135', '116159', '116159', '116137', '116137', '116127', '116127', '116131', '116131', '116128', '116128', '116134', '116134', '116161', '116161', '116133', '116133', '116155', '116155', '116156', '116156', '116157', '116157', '116136', '116136']"
2321,1403289,Nepal Vs Hong Kong 2Nd Match,1403272,"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",2023-10-19,T20,19,Hong Kong,56923,94.0,10.0,4.0,32,Nepal,95873,99.0,4.0,6.0,Mulpani Cricket Ground,Kathmandu,Nepal,S Gurung,VK Jha,Muhammad Javed,Nepal,bowl,Nepal,Nepal won by 6 wickets (with 37 balls remaining),79527.0,"['56923', '62189', '66838', '62078', '59686', '49237', '58940', '95268', '95269', '45646', '104182']","['79287', '94925', '102117', '103764', '95873', '108705', '74675', '79527', '79281', '110267', '94919']",['62078']
2332,1404393,Namibia Vs Zimbabwe 4Th T20I,1404389,Zimbabwe in Namibia  - 2023 (2023/24),2023-10-29,T20,9,Zimbabwe,47205,153.0,6.0,12.0,28,Namibia,65478,154.0,3.0,7.0,United Cricket Club Ground,Windhoek,Namibia,A Louw,E Haynes,JJ Crowe,Zimbabwe,bat,Namibia,Namibia won by 7 wickets (with 8 balls remaining),65478.0,"['62733', '74941', '47205', '52319', '64447', '72441', '87157', '101290', '60782', '69959', '64392']","['80905', '69544', '63683', '65478', '67403', '66916', '74439', '95708', '54563', '65868', '70085']",['64392']
2322,1403301,Argentina Vs Mexico 7Th Match Group A,1403276,South American Men's Championships in Argentina - 2023 (2023/24),2023-10-19,T20,165,Mexico,62642,124.0,6.0,20.0,21,Argentina,106528,125.0,6.0,5.0,St George's College Ground,Buenos Aires,Argentina,AR Elliott,P Smith,JJ Crowe,Argentina,bowl,Argentina,Argentina won by 4 wickets (with 6 balls remaining),110655.0,"['116156', '105156', '62637', '105147', '105150', '116157', '105155', '62642', '116158', '116160', '116155']","['106528', '105816', '105814', '110655', '9744', '105820', '52887', '116116', '116037', '116117', '105826']","['105816', '105816', '116158', '116158', '116117', '116117', '116116', '116116', '105826', '105826', '116037', '116037', '116160', '116160']"
2323,1403305,Argentina Vs Chile 11Th Match Group A,1403276,South American Men's Championships in Argentina - 2023 (2023/24),2023-10-20,T20,44,Chile,106571,52.0,10.0,22.0,21,Argentina,106528,53.0,0.0,1.0,St George's College Ground,Buenos Aires,Argentina,AR Elliott,S Caines,JJ Crowe,Chile,bat,Argentina,Argentina won by 10 wickets (with 84 balls remaining),116116.0,"['106568', '116137', '116128', '116136', '106571', '116134', '116135', '116127', '116138', '116130', '106572']","['106528', '105816', '9744', '52887', '116037', '105814', '110655', '105827', '105820', '116116', '105818']","['116130', '116130', '105827', '105827', '105818', '105818']"
2324,1403290,Nepal Vs Hong Kong 3Rd Match,1403272,"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",2023-10-21,T20,32,Nepal,95873,213.0,6.0,21.0,19,Hong Kong,56923,134.0,8.0,13.0,Mulpani Cricket Ground,Kathmandu,Nepal,DN Subedi,S Gurung,Muhammad Javed,Nepal,bat,Nepal,Nepal won by 79 runs,102117.0,"['79287', '94925', '74675', '95873', '102117', '79281', '103764', '108705', '79527', '84063', '105076']","['62078', '56923', '62189', '66838', '59686', '58940', '62506', '95269', '45646', '70979', '104182']","['105076', '105076']"
2325,1403291,Hong Kong Vs United Arab Emirates 4Th Match,1403272,"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",2023-10-22,T20,19,Hong Kong,56923,149.0,5.0,11.0,27,U.A.E.,108314,153.0,4.0,4.0,Mulpani Cricket Ground,Kathmandu,Nepal,DN Subedi,VK Jha,Muhammad Javed,U.A.E.,bowl,U.A.E.,U.A.E. won by 6 wickets (with 12 balls remaining),58886.0,"['62078', '56923', '62189', '66838', '59686', '49237', '58940', '95269', '45646', '70979', '104182']","['108314', '102089', '104989', '53424', '103780', '106969', '72629', '111112', '108317', '58886', '107318']","['111112', '111112']"
2326,1403292,Nepal Vs United Arab Emirates 5Th Match,1403272,"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",2023-10-23,T20,27,U.A.E.,108314,164.0,7.0,5.0,32,Nepal,95873,165.0,5.0,12.0,Mulpani Cricket Ground,Kathmandu,Nepal,DN Subedi,S Gurung,Muhammad Javed,Nepal,bowl,Nepal,Nepal won by 5 wickets (with 4 balls remaining),79281.0,"['108314', '102089', '104989', '53424', '103780', '106969', '107318', '108317', '72629', '58886', '114456']","['79287', '94925', '74675', '102117', '95873', '79281', '108705', '79527', '103764', '105485', '94919']",[]
2327,1404390,Namibia Vs Zimbabwe 1St T20I,1404389,Zimbabwe in Namibia  - 2023 (2023/24),2023-10-24,T20,9,Zimbabwe,47205,121.0,9.0,5.0,28,Namibia,65478,122.0,3.0,7.0,Wanderers Cricket Ground,Windhoek,Namibia,A Louw,C Schumacher,JJ Crowe,Zimbabwe,bat,Namibia,Namibia won by 7 wickets (with 38 balls remaining),69544.0,"['73617', '47205', '62733', '64447', '52319', '87157', '93909', '101290', '66876', '79665', '60782']","['80905', '69544', '65478', '63683', '66916', '67403', '54563', '95708', '95279', '65868', '70085']",['73617']
2328,1403293,Hong Kong Vs United Arab Emirates 6Th Match,1403272,"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",2023-10-25,T20,19,Hong Kong,56923,212.0,3.0,13.0,27,U.A.E.,108314,143.0,5.0,9.0,Mulpani Cricket Ground,Kathmandu,Nepal,DN Subedi,S Gurung,Muhammad Javed,Hong Kong,bat,Hong Kong,Hong Kong won by 69 runs,66838.0,"['62078', '56923', '62189', '66838', '49237', '59686', '58940', '94956', '45646', '84805', '104182']","['108314', '102089', '104989', '53424', '103780', '106969', '108317', '106351', '72629', '103785', '106639']",[]
2329,1404391,Namibia Vs Zimbabwe 2Nd T20I,1404389,Zimbabwe in Namibia  - 2023 (2023/24),2023-10-25,T20,28,Namibia,65478,198.0,3.0,8.0,9,Zimbabwe,47205,200.0,5.0,11.0,Wanderers Cricket Ground,Windhoek,Namibia,C Schumacher,E Lassen,JJ Crowe,Zimbabwe,bowl,Zimbabwe,Zimbabwe won by 5 wickets (with 0 balls remaining),52319.0,"['80905', '69544', '65478', '67403', '70085', '63683', '66916', '95708', '54563', '95279', '65868']","['73617', '62733', '47205', '52319', '64447', '87157', '93909', '66876', '72441', '69959', '60782']",[]
2330,1403294,Nepal Vs United Arab Emirates Final,1403272,"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",2021-10-19,T20,32,Nepal,95873,162.0,8.0,15.0,27,U.A.E.,108314,167.0,6.0,13.0,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,DN Subedi,VK Jha,Muhammad Javed,U.A.E.,bowl,U.A.E.,U.A.E. won by 4 wickets (with 1 ball remaining),108302.0,"['79287', '94925', '102117', '95873', '79281', '103764', '108705', '74675', '79527', '94919', '84063']","['108314', '111108', '104989', '53424', '103780', '106969', '107318', '108302', '58886', '106639', '114456']",[]
2331,1404392,Namibia Vs Zimbabwe 3Rd T20I,1404389,Zimbabwe in Namibia  - 2023 (2023/24),2021-10-19,T20,28,Namibia,65478,138.0,6.0,11.0,9,Zimbabwe,47205,144.0,4.0,3.0,United Ground,Windhoek,Namibia,A Louw,C Schumacher,JJ Crowe,Namibia,bat,Zimbabwe,Zimbabwe won by 6 wickets (with 8 balls remaining),52319.0,"['80905', '69544', '65478', '63683', '66916', '67403', '70085', '54563', '74439', '95279', '65868']","['73617', '74941', '47205', '52319', '64447', '87157', '93909', '66876', '72441', '79665', '69959']","['74439', '74439']"
2333,1405313,Bahrain Vs United Arab Emirates 1St Match Group B,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-10-30,T20,108,Bahrain,111318,135.0,6.0,11.0,27,U.A.E.,108314,137.0,5.0,7.0,Mulpani Cricket Ground,Kathmandu,Nepal,BB Pradhan,Sarika Prasad,Ali Naqvi,U.A.E.,bowl,U.A.E.,U.A.E. won by 5 wickets (with 10 balls remaining),107318.0,"['111318', '97086', '102166', '89873', '110505', '97082', '107552', '113984', '74907', '112931', '69233']","['108314', '111108', '104989', '53424', '103780', '107318', '106969', '95019', '108302', '106639', '58886']",[]
2334,1405314,Nepal Vs Singapore 2Nd Match Group A,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-10-30,T20,23,Singapore,77449,145.0,9.0,10.0,32,Nepal,95873,147.0,2.0,5.0,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,Gazi Sohel,Rashid Riaz,Ali Naqvi,Singapore,bat,Nepal,Nepal won by 8 wickets (with 21 balls remaining),79287.0,"['77449', '77697', '97391', '111370', '103384', '89983', '112985', '116132', '77701', '112466', '114900']","['79287', '94925', '95873', '102117', '79527', '94919', '108705', '105485', '89165', '74675', '103764']","['112985', '112985', '114900', '114900', '116132', '116132']"
2335,1405315,Malaysia Vs Oman 3Rd Match Group A,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-10-30,T20,37,Oman,68465,153.0,6.0,6.0,16,Malaysia,52966,121.0,8.0,7.0,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,LE Hannibal,Rashid Riaz,Ali Naqvi,Oman,bat,Oman,Oman won by 32 runs,68465.0,"['110059', '116020', '87469', '68465', '110058', '88971', '83379', '45702', '72863', '61627', '87127']","['81607', '84057', '92743', '52966', '71052', '97003', '71041', '68320', '59750', '114195', '71042']",['116020']
2336,1405316,Hong Kong Vs Kuwait 4Th Match Group B,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-10-30,T20,19,Hong Kong,56923,166.0,6.0,7.0,38,Kuwait,57351,150.0,8.0,8.0,Mulpani Cricket Ground,Kathmandu,Nepal,Sarika Prasad,V Kalidas,Ali Naqvi,Kuwait,bowl,Hong Kong,Hong Kong won by 16 runs,62078.0,"['62078', '56923', '66838', '62189', '49237', '59686', '58940', '94956', '104182', '45646', '70979']","['104173', '61175', '114904', '107566', '57351', '79361', '107575', '114903', '105796', '112933', '112934']",[]
2337,1404394,Namibia Vs Zimbabwe 5Th T20I,1404389,Zimbabwe in Namibia  - 2023 (2023/24),2023-10-30,T20,28,Namibia,65478,101.0,10.0,2.0,9,Zimbabwe,47205,93.0,10.0,1.0,United Cricket Club Ground,Windhoek,Namibia,A Louw,C Schumacher,JJ Crowe,Zimbabwe,bowl,Namibia,Namibia won by 8 runs,67403.0,"['80905', '69544', '65478', '63683', '67403', '70085', '66916', '95708', '54563', '74439', '65868']","['62733', '73617', '47205', '87157', '52319', '64447', '93909', '66876', '69959', '79665', '60782']",[]
2338,1405317,Oman Vs Singapore 5Th Match Group A,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-10-31,T20,37,Oman,68465,174.0,6.0,11.0,23,Singapore,77449,152.0,8.0,20.0,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,Gazi Sohel,LE Hannibal,Ali Naqvi,Singapore,bowl,Oman,Oman won by 22 runs,87469.0,"['110059', '116020', '87469', '68465', '88971', '83379', '45702', '110058', '72863', '61627', '87127']","['77449', '77697', '52986', '97391', '103384', '89983', '116132', '112985', '77701', '114900', '112466']",[]
2339,1405318,Bahrain Vs Hong Kong 6Th Match Group B,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-10-31,T20,108,Bahrain,111318,146.0,10.0,21.0,19,Hong Kong,56923,126.0,10.0,10.0,Mulpani Cricket Ground,Kathmandu,Nepal,BB Pradhan,V Kalidas,Ali Naqvi,Hong Kong,bowl,Bahrain,Bahrain won by 20 runs,63116.0,"['111318', '102166', '89873', '97086', '110505', '97082', '107552', '113984', '112931', '69233', '74907']","['62078', '56923', '62189', '66838', '59686', '49237', '94956', '58940', '45646', '70979', '104182']",[]
2340,1405319,Nepal Vs Malaysia 7Th Match Group A,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-10-31,T20,16,Malaysia,52966,165.0,9.0,16.0,32,Nepal,95873,166.0,4.0,4.0,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,Gazi Sohel,Rashid Riaz,Ali Naqvi,Malaysia,bat,Nepal,Nepal won by 6 wickets (with 12 balls remaining),102117.0,"['81607', '84057', '52966', '71052', '71041', '92743', '74681', '97003', '59750', '93575', '71042']","['79287', '94925', '102117', '95873', '103764', '105485', '94919', '108705', '89165', '74675', '79527']",[]
2341,1405320,Kuwait Vs United Arab Emirates 8Th Match Group B,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-10-31,T20,38,Kuwait,57351,88.0,8.0,7.0,27,U.A.E.,108314,94.0,5.0,4.0,Mulpani Cricket Ground,Kathmandu,Nepal,BB Pradhan,Sarika Prasad,Ali Naqvi,Kuwait,bat,U.A.E.,U.A.E. won by 5 wickets (with 34 balls remaining),107318.0,"['104520', '61175', '104173', '107566', '57351', '79361', '105796', '112933', '107575', '115970', '112934']","['102089', '108314', '53424', '107318', '103780', '104989', '106969', '108302', '108317', '106639', '58886']",[]
2342,1405321,Nepal Vs Oman 9Th Match Group A,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-11-02,T20,37,Oman,68465,145.0,9.0,9.0,32,Nepal,95873,140.0,10.0,3.0,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,LE Hannibal,Rashid Riaz,Ali Naqvi,Nepal,bowl,Oman,Oman won by 5 runs,72863.0,"['110059', '116020', '87469', '68465', '110058', '88971', '83379', '96346', '72863', '96344', '87127']","['79287', '94925', '74675', '102117', '95873', '103764', '108705', '105485', '89165', '79527', '94919']",[]
2343,1405322,Hong Kong Vs United Arab Emirates 10Th Match Group B,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-11-02,T20,27,U.A.E.,108314,176.0,6.0,13.0,19,Hong Kong,56923,154.0,8.0,10.0,Mulpani Cricket Ground,Kathmandu,Nepal,Sarika Prasad,V Kalidas,Ali Naqvi,Hong Kong,bowl,U.A.E.,U.A.E. won by 22 runs,106969.0,"['108314', '102089', '104989', '53424', '103780', '106969', '107318', '108302', '106639', '58886', '108317']","['62078', '56923', '62189', '66838', '59686', '94956', '49237', '58940', '95269', '45646', '104182']",[]
2344,1405323,Malaysia Vs Singapore 11Th Match Group A,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-11-02,T20,16,Malaysia,52966,198.0,4.0,13.0,23,Singapore,77449,138.0,10.0,6.0,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,Gazi Sohel,LE Hannibal,Ali Naqvi,Malaysia,bat,Malaysia,Malaysia won by 60 runs,92743.0,"['81607', '84057', '71041', '52966', '71052', '92743', '74681', '97003', '68320', '71042', '114195']","['77449', '77697', '52986', '116132', '97391', '103384', '89983', '112985', '116235', '113372', '114900']","['113372', '113372', '116235', '116235']"
2345,1405324,Bahrain Vs Kuwait 12Th Match Group B,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-11-02,T20,108,Bahrain,111318,158.0,9.0,8.0,38,Kuwait,57351,160.0,6.0,4.0,Mulpani Cricket Ground,Kathmandu,Nepal,BB Pradhan,V Kalidas,Ali Naqvi,Kuwait,bowl,Kuwait,Kuwait won by 4 wickets (with 21 balls remaining),107566.0,"['111318', '104518', '102166', '97086', '89873', '110505', '97082', '113984', '107552', '69233', '74907']","['104173', '61175', '104520', '107566', '79361', '107575', '57351', '112933', '105796', '115970', '105073']",[]
2346,1405325,Bahrain Vs Oman 1St Semi Final,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-11-03,T20,108,Bahrain,111318,106.0,9.0,2.0,37,Oman,68465,109.0,0.0,2.0,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,BB Pradhan,LE Hannibal,Ali Naqvi,Bahrain,bat,Oman,Oman won by 10 wickets (with 34 balls remaining),87469.0,"['111318', '104518', '97086', '89873', '110505', '97082', '80631', '107552', '113984', '74907', '69233']","['110059', '116020', '88971', '87127', '87469', '83379', '45702', '96346', '61627', '72863', '68465']",[]
2347,1405326,Nepal Vs United Arab Emirates 2Nd Semi Final,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-11-03,T20,27,U.A.E.,108314,134.0,9.0,3.0,32,Nepal,95873,135.0,2.0,4.0,Mulpani Cricket Ground,Kathmandu,Nepal,Gazi Sohel,Rashid Riaz,Ali Naqvi,U.A.E.,bat,Nepal,Nepal won by 8 wickets (with 17 balls remaining),94925.0,"['108314', '102089', '104989', '53424', '103780', '107318', '106969', '108302', '108317', '106639', '58886']","['79287', '94925', '108705', '95873', '105485', '79527', '94919', '102117', '79281', '89165', '74675']",[]
